ticker,horizon,horizon_nome,n_total,n_oof,rmse_wf,mae_wf,r2_wf,mse_wf,dir_acc_pct,dir_acc_reg_pct,dir_acc_clf_pct,q_source,rmse_cv_optuna,n_rounds_final,q_log,q_simples,q_data_base,omega_base,lr,max_depth,omega_ajustado,penalidade_fator,vencedor
PETR3,21,1mes,1781,713,0.0870652355738106,0.06890459090193438,0.04604430672652071,0.007580355245523135,67.3211781206171,67.3211781206171,,regressor,,1,0.027409713144410715,0.02778881509768015,2026-04-07,0.007580355245523135,0.03,4,0.007580355245523135,1.0,True
PETR4,21,1mes,1781,713,0.07999743684464214,0.06306754442106316,0.05098107785321759,0.006399589901712508,70.68723702664796,70.68723702664796,,regressor,,1,0.02037573028454886,0.02058473258812888,2026-04-07,0.006399589901712508,0.03,4,0.006399589901712508,1.0,True
PRIO3,21,1mes,1718,688,0.10032781620595296,0.0821044257834532,-0.18823251141666586,0.010065670704655479,56.5406976744186,56.5406976744186,,regressor,,54,0.03249937403512483,0.033033246501243035,2026-04-07,0.010065670704655479,0.03,4,0.010065670704655479,1.0,True
RADL3,21,1mes,1781,713,0.1021867251107479,0.07537045956320507,-0.04764309407572176,0.010442126788859557,42.91725105189341,42.91725105189341,,regressor,,3,0.0025819115459072665,0.0025852475499940192,2026-04-07,0.010442126788859557,0.03,4,0.025896897449252377,2.48,True
RAIL3,21,1mes,1718,688,0.06774453223423778,0.053630739307645205,0.0038125032835673034,0.004589321647635682,56.395348837209305,56.395348837209305,,regressor,,2,-0.005053821020383741,-0.00504107195314081,2026-04-07,0.004589321647635682,0.03,4,0.004589321647635682,1.0,True
SANB11,21,1mes,1655,662,0.07502479523326262,0.0608353264902509,-0.037896601410612796,0.0056287198997929866,56.34441087613293,56.34441087613293,,regressor,,39,0.01011038894307659,0.010161671608886898,2026-04-07,0.0056287198997929866,0.03,4,0.0056287198997929866,1.0,True
SBSP3,21,1mes,1781,713,0.0682333027686673,0.05541434378655165,-0.17134911136026632,0.004655783606720622,64.51612903225806,64.51612903225806,,regressor,,17,-0.0019692568008112758,-0.001967319086798377,2026-04-07,0.004655783606720622,0.03,4,0.004655783606720622,1.0,True
SUZB3,21,1mes,1781,713,0.07982282884984535,0.0646509760690659,-0.13244937912115118,0.006371684005591702,38.70967741935484,38.70967741935484,,regressor,,2,0.00576123473413509,0.005777862563906138,2026-04-07,0.006371684005591702,0.03,4,0.024068310489725995,3.7774,True
VALE3,21,1mes,1718,688,0.07689969782819712,0.06266506065477556,-0.132490711309996,0.005913563526068025,44.76744186046512,44.76744186046512,,regressor,,1,0.00421135241673356,0.004220232622838921,2026-04-07,0.005913563526068025,0.03,4,0.012188640716003764,2.0611,True
WEGE3,21,1mes,1718,688,0.07744710852786217,0.06347813878914857,0.085053708335871,0.005998054619326462,58.139534883720934,58.139534883720934,,regressor,,63,-0.021003112754775982,-0.020784083494305168,2026-04-07,0.005998054619326462,0.03,4,0.005998054619326462,1.0,True
